Fri Sep 24 2021 05:52:17 GMT-0400 (Eastern Daylight Time) - Run Time: 3274ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Trip purpose of destination - purp_dest


Filters:
Trip purpose of destination - purp_dest In M, 
and
Regional municipality of household - region_hhld In 5, 6, 11, 

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : purp_dest (Market/Shop)

  gta06_orig  gta06_dest      total
        4122        4192          8
        4122        5232         61
        4123         157         29
        4123        3720         63
        4123        3820         69
        4123        4025         12
        4123        4057         13
        4123        4103         54
        4123        4110         47
        4123        4119         64
        4123        4122         33
        4123        4123         33
        4123        4124        183
        4123        4148        188
        4123        4192         28
        4123        5150          9
        4124          69         18
        4124         101         18
        4124         180         19
        4124        2119         36
        4124        3601         17
        4124        3634         14
        4124        3639         39
        4124        4009         41
        4124        4057         14
        4124        4103          7
        4124        4105         42
        4124        4110         14
        4124        4119        117
        4124        4120          7
        4124        4122          7
        4124        4124        568
        4124        4125        131
        4124        4126         85
        4124        4148        292
        4124        4192         10
        4124        8172         28
        4125        2063         33
        4125        3634         21
        4125        3662         14
        4125        3851         25
        4125        4016         13
        4125        4040         19
        4125        4063         11
        4125        4079         18
        4125        4084         58
        4125        4103         60
        4125        4105         22
        4125        4108         13
        4125        4110          5
        4125        4119        125
        4125        4123         27
        4125        4124        243
        4125        4125         97
        4125        4126        238
        4125        4144         16
        4125        4148         99
        4125        4197         50
        4125        8118         19
        4126        3341         11
        4126        3422         19
        4126        3608         11
        4126        4059         10
        4126        4063         19
        4126        4105         21
        4126        4108         14
        4126        4119         68
        4126        4122         19
        4126        4123         13
        4126        4124        102
        4126        4125         70
        4126        4126         32
        4126        4148        140
        4126        4176         57
        4126        8151         86
        4127        3616         25
        4127        3662         32
        4127        3695         65
        4127        3828         42
        4127        4057          4
        4127        4103         34
        4127        4105         46
        4127        4108         36
        4127        4119         34
        4127        4123         21
        4127        4124         80
        4127        4125         28
        4127        4148         49
        4127        4152         74
        4130        3367         13
        4131        4119         28
        4132        4125         19
        4133        4075         10
        4133        4084         10
        4133        4110         23
        4134        4144         10
        4134        5233          8
        4135        3851         13
        4135        4103          7
        4136        4062         12
        4136        4089         33
        4136        4101         14
        4136        4103          8
        4136        4105          7
        4136        4122         45
        4136        4126         14
        4136        4148         12
        4136        8095         12
        4136        8169          8
        4137        3819         28
        4137        4035         31
        4137        4119         28
        4137        4124          9
        4137        4148         79
        4137        4188         24
        4138        8181         82
        4139        4122         28
        4139        4124         11
        4139        4148         88
        4139        4192          9
        4140        4137         22
        4140        4176         22
        4141        4119          9
        4141        4137         10
        4141        4177         13
        4142        8365          8
        4143        4176         56
        4143        4197          8
        4143        8135         15
        4143        8151         28
        4144        4124         28
        4144        4125         19
        4145        4162         81
        4147        4189         25
        4148        3819          9
        4148        4108         21
        4148        4119         81
        4148        4122         26
        4148        4124        122
        4148        4126         42
        4148        4133         10
        4148        4148        129
        4148        4152          8
        4148        4158         12
        4148        4162         61
        4149         309         29
        4149        4119          6
        4149        4124         12
        4149        4160         25
        4149        4192         12
        4149        8169         15
        4152        4119         10
        4152        4148         36
        4153        3608         24
        4153        3617         24
        4153        4194         17
        4154        3820         24
        4154        4154         12
        4154        4158         23
        4155        3340          7
        4155        3720          8
        4155        4158          7
        4155        4163         34
        4156        4162         17
        4157        4011          8
        4157        4119          8
        4157        4162         25
        4158         100         33
        4158        3608         24
        4158        3634          5
        4158        3720         33
        4158        4126         20
        4158        4158         65
        4158        4162         65
        4158        4193         41
        4158        4194        100
        4159        3608          9
        4159        3819         62
        4159        4158         12
        4159        4162         80
        4159        4178         17
        4159        4193         46
        4159        4194          8
        4159        5110         32
        4160          52          6
        4160        3367         21
        4160        3617         21
        4160        3819         24
        4160        3851         44
        4160        4053         22
        4160        4119         46
        4160        4152         67
        4160        4158        172
        4160        4162        182
        4160        4169         35
        4160        4176         18
        4160        4179         11
        4160        4193         57
        4160        4194        132
        4161        4158        106
        4161        4162         78
        4161        4193         17
        4162        3349          7
        4162        3355         13
        4162        3357          7
        4162        3601         57
        4162        4053         23
        4162        4148         44
        4162        4158         66
        4162        4160         24
        4162        4162        553
        4162        4163         36
        4162        4176         27
        4162        4193        213
        4162        4194        242
        4162        4197         24
        4162        6052         38
        4162        8169          8
        4163         309         10
        4163        3151         21
        4163        3357         11
        4163        3370         20
        4163        3491         10
        4163        3671         42
        4163        3831         21
        4163        4124         14
        4163        4158         30
        4163        4162        332
        4163        4163        107
        4163        4177         29
        4163        4193        212
        4163        4194        138
        4163        4195          6
        4163        8370          9
        4164        3707          9
        4164        4162        371
        4164        4177         39
        4164        4193         47
        4164        4194         42
        4164        6044         33
        4164        8378         46
        4165        4167         12
        4166        2068          7
        4166        3655         20
        4166        3851         38
        4166        4162        350
        4166        4163         23
        4166        4193        194
        4166        4194          7
        4166        4197         37
        4167         243         17
        4167        4124          3
        4167        4162        143
        4168        4030         12
        4168        4148         17
        4168        4162         15
        4168        4194         26
        4169        4047         17
        4169        4105          8
        4169        4119         21
        4169        4124         12
        4169        4125         12
        4169        4148          4
        4169        4176         17
        4169        4193         21
        4169        9054         35
        4170        4119         13
        4170        4125         26
        4170        4162         34
        4170        4176         26
        4170        4178          6
        4170        4193         11
        4170        8169          6
        4171        4030          5
        4171        4163         12
        4171        4176         17
        4172        4176         32
        4172        4193          8
        4173        4162         27
        4173        4193         76
        4173        6052         26
        4174        4162         21
        4174        4176         66
        4174        4193         66
        4175        3462          3
        4175        3608          6
        4175        4162         51
        4175        4176         38
        4175        8041         50
        4175        8376          6
        4176        3831          8
        4176        4162         16
        4176        4176        184
        4176        4193         32
        4176        4194         29
        4176        4197         20
        4177        4014         13
        4177        4123         29
        4177        4162         12
        4177        4176         10
        4177        4177          6
        4177        4193         49
        4177        4197          6
        4178        4162         32
        4178        4176         30
        4178        4177         25
        4178        4197         25
        4178        7343         16
        4178        7344         70
        4180        4035         35
        4182        3634         15
        4182        5175         18
        4183        3634         65
        4183        3671         23
        4183        4009          8
        4183        4014         44
        4183        4024          8
        4183        4025         10
        4183        4030         35
        4183        4033         33
        4183        4034         30
        4183        4035         76
        4183        4037         25
        4183        4039         20
        4183        4040          8
        4183        4041         22
        4183        4183         70
        4184        3874         20
        4184        4033         48
        4184        4034          7
        4184        4183         36
        4184        4189         24
        4185        3641         37
        4185        4007         20
        4185        4030         30
        4185        4035          8
        4185        4039         90
        4185        4040         61
        4185        4041         13
        4185        4076         72
        4185        4079         11
        4185        4182         30
        4186          52         13
        4186        3325         20
        4186        3634         15
        4186        3851        104
        4186        4002         35
        4186        4003         19
        4186        4012         22
        4186        4014        108
        4186        4027         27
        4186        4029         27
        4186        4030         13
        4186        4034         31
        4186        4035         45
        4186        4037         64
        4186        4039        300
        4186        4040        122
        4186        4041        109
        4186        4053         40
        4186        4057         47
        4186        4063         37
        4186        4069         20
        4186        4080         17
        4186        4082          9
        4186        4087         31
        4186        4124          8
        4186        4136         18
        4186        4152         63
        4186        4181         11
        4186        4183         33
        4186        4186         40
        4186        4189         50
        4188        3607         14
        4188        4002         17
        4188        4041         12
        4188        4068         42
        4188        4076         14
        4188        4079        134
        4188        4082          8
        4188        4084         13
        4188        4087         22
        4188        4123         20
        4188        4189         60
        4189        3616         11
        4189        3851         47
        4189        4005         14
        4189        4057        271
        4189        4058         48
        4189        4059         25
        4189        4062         18
        4189        4074         32
        4189        4079        143
        4189        4080         57
        4189        4081          9
        4189        4082         19
        4189        4084         88
        4189        4087         63
        4189        4188        114
        4189        4189        154
        4189        9998         50
        4190        2609         17
        4190        3601         23
        4190        3634         10
        4190        4008         11
        4190        4019         10
        4190        4059         36
        4190        4060         25
        4190        4062         50
        4190        4063         69
        4190        4064         11
        4190        4071         37
        4190        4076         32
        4190        4079         40
        4190        4080         76
        4190        4081         11
        4190        4082         13
        4190        4083         54
        4190        4084        154
        4190        4085         14
        4190        4087         32
        4190        4089         10
        4190        4119         24
        4190        4188         45
        4190        4189         47
        4191        4053         11
        4191        4081         19
        4191        4082         94
        4191        4084         11
        4191        4087         29
        4191        4089         28
        4191        4099         11
        4191        4103         10
        4191        4124         11
        4191        4148         36
        4192        4003         18
        4192        4119         14
        4192        4124         71
        4192        4125         26
        4193        4158         10
        4193        4162        221
        4193        4166          5
        4193        4168          7
        4193        4178         14
        4193        4193        321
        4193        4194         27
        4193        4197         14
        4194        3430         32
        4194        4119         80
        4194        4152         31
        4194        4158         18
        4194        4162         82
        4194        4163         29
        4194        4193         14
        4194        4194         35
        4195        3601         37
        4195        3617          6
        4195        4021         16
        4195        4053         19
        4195        4152         25
        4195        4158         20
        4195        4162        113
        4195        4163         10
        4195        4168         19
        4195        4193          8
        4195        4195         14
        4196        4148         18
        4196        4162         39
        4196        4176        193
        4196        4177         86
        4196        4197         99
        4197        4148         20
        4197        4176         49
        4197        4177         31
        4197        4193         11
        4197        9053         18
        5001        5007         70
        5002        4059         33
        5002        5007         37
        5002        5043         31
        5002        5045         15
        5002        5126         14
        5002        5162         35
        5002        5245         80
        5003        5032         21
        5003        5087          9
        5003        5245         10
        5004        3634         68
        5004        5007         69
        5004        5056         71
        5004        9068         33
        5005        5032        138
        5005        5053         33
        5005        5087         47
        5005        5123         27
        5005        5245        358
        5006        5245         25
        5007        5001         19
        5007        5005         96
        5007        5032          7
        5007        5053         23
        5007        5245         10
        5008        5123         90
        5009        5005         67
        5009        5007        128
        5009        5032         19
        5009        5044         46
        5009        5087         48
        5009        5112         47
        5009        5126         31
        5009        5245         40
        5011        5126         64
        5012        5007         20
        5012        5110         17
        5016        5050         34
        5016        5056         68
        5016        9068         79
        5018        5020         16
        5018        5067         16
        5018        5112         41
        5020        5020         13
        5020        5036         28
        5020        5043         97
        5020        5056         43
        5020        5065         17
        5020        5112        130
        5028        5045         40
        5028        5093         23
        5028        5110         38
        5030        5044         23
        5030        5053         10
        5030        5145         69
        5032        5007         18
        5032        5032        192
        5032        5041         39
        5032        5044         56
        5032        5053         43
        5032        5054         11
        5032        5093         29
        5032        5112         40
        5032        5126         32
        5032        5188         29
        5032        5245        176
        5033        5058         96
        5035        5043         42
        5036        5036        175
        5036        5058         18
        5036        5059        188
        5036        5112        125
        5036        5122         66
        5036        5175         19
        5038        5032         15
        5038        5058          7
        5038        5135         17
        5039        5111          7
        5040        5043         26
        5040        5122         11
        5041        3874         24
        5041        4012         15
        5041        4057         43
        5041        4063         15
        5041        5032        105
        5041        5043         38
        5041        5044         38
        5041        5087        130
        5041        5111         30
        5041        5148         45
        5041        5245         58
        5042        5082         42
        5043        5036         96
        5043        5043        234
        5043        5044         22
        5043        5045         52
        5043        5058         14
        5043        5065         79
        5043        5066         70
        5043        5068         20
        5043        5095         85
        5043        5112         67
        5043        5122         22
        5043        5125         71
        5043        5148         96
        5043        5192         28
        5043        5245         40
        5043        6337         85
        5044        5043         74
        5044        5045        149
        5044        5052         18
        5044        5053        120
        5044        5058         18
        5044        5082         49
        5044        5087        109
        5044        5095         37
        5044        5110         61
        5044        5126         48
        5044        5145         87
        5044        5182         30
        5044        5193         30
        5044        5245         42
        5045        5043         92
        5045        5044         25
        5045        5058         33
        5045        5068         23
        5045        5087         50
        5045        5092         35
        5045        5140         22
        5045        5245         51
        5046        5045        170
        5046        5046        103
        5046        5050         27
        5046        5058         36
        5046        5063         22
        5046        5087        166
        5046        5092         23
        5046        5102         27
        5046        5104         22
        5046        5110         39
        5046        5112         55
        5046        5126         44
        5046        5173         24
        5047        4053         11
        5047        4059         33
        5047        4069         66
        5047        4189         17
        5047        5036         14
        5047        5038         19
        5047        5043         22
        5047        5045          7
        5047        5046          7
        5047        5048          8
        5047        5050         51
        5047        5056         28
        5047        5058        171
        5047        5059         14
        5047        5065         17
        5047        5075         33
        5047        5087        112
        5047        5091         17
        5047        5094          7
        5047        5097          7
        5047        5112        181
        5047        5121         22
        5047        5125         30
        5047        5140         14
        5047        5153         22
        5047        5193         23
        5047        5201         17
        5047        5205         66
        5047        5245         14
        5048        5036         33
        5049        5126         16
        5050        5043         45
        5050        5045         45
        5050        5046         69
        5050        5050        223
        5050        5087        128
        5050        5102         66
        5050        5112         83
        5050        5125         36
        5050        5173         31
        5050        5188         11
        5051          55         44
        5051        5036         25
        5051        5043         30
        5051        5044        146
        5051        5050         44
        5051        5058         76
        5051        5087         73
        5051        5091         69
        5051        5097         99
        5051        5112         63
        5051        5121         13
        5052        5032         22
        5052        5043         23
        5052        5044         45
        5052        5050         18
        5052        5082         64
        5052        5087         76
        5052        5110         51
        5052        5111         23
        5052        5112         39
        5052        6232         23
        5053        4053         36
        5053        4057         28
        5053        5032        150
        5053        5044        124
        5053        5053         16
        5053        5058         11
        5053        5068         55
        5053        5075         19
        5053        5087        351
        5053        5110         23
        5053        5111         46
        5053        5112         12
        5053        5126          7
        5053        5192         26
        5053        5193         33
        5053        5245         56
        5054        5053        128
        5054        5099         11
        5055        5088         16
        5055        5112         34
        5056        4057         21
        5056        5050        215
        5056        5056         50
        5056        5058         90
        5056        5066         31
        5056        5093         84
        5056        5095         64
        5056        5112         50
        5056        5121         51
        5056        5191         86
        5057        5045         76
        5057        5052         31
        5057        5068         63
        5057        5082          7
        5057        5087         73
        5057        5110         12
        5057        5121        133
        5057        5143         22
        5058        4082         25
        5058        5043        148
        5058        5044         19
        5058        5050        136
        5058        5056         96
        5058        5058        205
        5058        5066         84
        5058        5087         16
        5058        5091         62
        5058        5112        200
        5058        5121         78
        5058        5125         16
        5058        5139         17
        5058        5140         20
        5058        5245         47
        5059        5036        144
        5059        5043         21
        5059        5048         34
        5059        5059        147
        5059        5065        207
        5059        5112        322
        5059        5175         32
        5059        5196         38
        5059        8950         12
        5060        5028         40
        5060        5044         26
        5060        5046         26
        5060        5086         14
        5060        5087        128
        5060        5095         52
        5061        4063         25
        5061        4081         17
        5061        5093        114
        5061        5099         42
        5061        5106         28
        5061        5119         17
        5061        5120         37
        5061        5126         74
        5061        5145         19
        5061        5148         29
        5061        5153         51
        5061        6002         31
        5061        6009         22
        5061        6052         24
        5063        5044          9
        5063        5045         20
        5063        5052          9
        5063        5082         31
        5063        5087        130
        5063        5110         34
        5063        5112         34
        5063        5192         77
        5063        5207         58
        5065        5036        236
        5065        5059        228
        5065        5065         42
        5065        5067         19
        5065        5084         17
        5065        5087         24
        5065        5112        142
        5065        5180         22
        5065        7572         44
        5066          52         33
        5066        4057        204
        5066        5043         36
        5066        5045         22
        5066        5056         23
        5066        5066         55
        5066        5087         28
        5066        5091         13
        5066        5092         30
        5066        5112        239
        5066        5121         19
        5066        5193        136
        5067        5036         78
        5067        5042         19
        5067        5059        158
        5067        5065         19
        5067        5087         19
        5067        5112         76
        5067        5157         19
        5068        5032         24
        5068        5043         32
        5068        5045         66
        5068        5052         19
        5068        5056         19
        5068        5068         33
        5068        5082         88
        5068        5087        152
        5068        5097         66
        5068        5114         33
        5068        5121         43
        5068        5122         23
        5068        5173         51
        5068        5186         29
        5068        5188         21
        5068        5193         33
        5069        5048         47
        5069        5050        103
        5069        5087        355
        5069        5092         24
        5069        5121         43
        5069        5143         47
        5071        5044         14
        5071        5090         37
        5071        5093        147
        5071        5111         14
        5071        5118         30
        5071        5126         25
        5071        5145         43
        5072        5072         16
        5072        8904         12
        5072        8909         12
        5073        5036        164
        5073        5058         41
        5073        5059         41
        5073        5065         43
        5073        5066        175
        5073        5087         28
        5073        5094         33
        5073        5112        324
        5074        5074         69
        5074        5082         31
        5074        5087         25
        5074        5092        130
        5074        5112         51
        5074        5170         45
        5074        5193         26
        5074        5245         30
        5075        4053         37
        5075        5044         22
        5075        5050        109
        5075        5058        108
        5075        5068         39
        5075        5087         41
        5075        5092         19
        5075        5112         37
        5076          43          8
        5076        5043         47
        5076        5093         14
        5076        5099         15
        5076        5106         42
        5076        5126         84
        5076        5145         16
        5076        5148         64
        5076        5176         42
        5077        5093         81
        5077        5107         62
        5077        5111         22
        5077        5126         52
        5078        4057         38
        5078        5036         14
        5078        5065         53
        5078        5080         16
        5078        5112        105
        5078        5188         17
        5079        5050         38
        5079        5093         15
        5079        5126        163
        5079        5245         36
        5080        5087         96
        5080        5093         59
        5080        5111         18
        5080        5126         58
        5080        5148         21
        5080        5191         16
        5081        5076         42
        5081        5093         74
        5081        5106         11
        5081        5123         51
        5081        5126         20
        5081        5145         20
        5081        5181         11
        5081        5239         17
        5081        5245         40
        5082        4086         11
        5082        4087         19
        5082        5043         67
        5082        5044         37
        5082        5050         16
        5082        5075         22
        5082        5087         86
        5082        5095         75
        5082        5102         23
        5082        5110         58
        5082        5112         59
        5082        5121         25
        5082        5122        131
        5082        5126         33
        5082        5245         17
        5084        5036         64
        5084        5056         32
        5084        5058         50
        5084        5066         75
        5084        5087        134
        5084        5097         20
        5084        5112        154
        5084        5140         20
        5086        4063         30
        5086        5032         63
        5086        5087         27
        5086        5093         34
        5086        5106         14
        5086        5123         51
        5086        5126        191
        5086        5145         28
        5087         265         11
        5087        5036         19
        5087        5050         41
        5087        5056         31
        5087        5058         34
        5087        5082        109
        5087        5087        209
        5087        5092        134
        5087        5095         29
        5087        5106         24
        5087        5110         93
        5087        5112         30
        5087        5116         54
        5087        5121        279
        5087        5125         48
        5087        5132         94
        5087        5139         12
        5087        5183         34
        5087        5192        111
        5087        5250         40
        5088        5076         23
        5088        5093         14
        5088        5112         84
        5088        5126         16
        5088        5136         27
        5088        5145         24
        5088        5176        113
        5088        5183         66
        5088        6003          9
        5088        6076         14
        5088        6135         14
        5089        5074         31
        5089        5082         32
        5089        5087         74
        5089        5095         20
        5089        5112         26
        5089        5121         36
        5089        5122         58
        5089        5199          8
        5090        4087         16
        5090        5093        279
        5090        5106         68
        5090        5111         22
        5090        5119         27
        5090        5126         25
        5090        5173         30
        5091        4053        102
        5091        5036         18
        5091        5043         41
        5091        5056         23
        5091        5066        169
        5091        5097         34
        5091        5112         23
        5092          57         48
        5092        5036         24
        5092        5044         46
        5092        5050         23
        5092        5087        120
        5092        5110         82
        5092        5121         62
        5092        5175         47
        5092        5193         25
        5092        8950         88
        5093        4087         68
        5093        5045         58
        5093        5052         22
        5093        5086         14
        5093        5087         26
        5093        5093        189
        5093        5099         60
        5093        5112         43
        5093        5126         42
        5093        5145         77
        5093        5153         25
        5094        4054         43
        5094        4063         13
        5094        5058         32
        5094        5059         43
        5094        5065         59
        5094        5086         39
        5094        5087         53
        5094        5094         55
        5094        5104         72
        5094        5112        495
        5094        5139         16
        5094        5192         17
        5094        5193        127
        5094        5223         14
        5094        5232         27
        5094        6107         13
        5095        5032         20
        5095        5044         36
        5095        5045         22
        5095        5068         13
        5095        5082         40
        5095        5087        133
        5095        5089         25
        5095        5095         24
        5095        5102         33
        5095        5110         42
        5095        5121         41
        5095        5125         40
        5095        5126         20
        5095        5143         43
        5095        5193         20
        5096        4087         26
        5096        5028         36
        5096        5087         51
        5096        5093         45
        5096        5111         18
        5096        5123         14
        5096        5126         65
        5096        5145         44
        5096        5148         19
        5097        5050          9
        5097        5058          7
        5097        5068         99
        5097        5087        187
        5097        5092         22
        5097        5097         24
        5097        5112         28
        5097        5121         81
        5097        5125         23
        5097        5144         34
        5097        5191         99
        5097        5193         70
        5097        7572         44
        5098        5087        146
        5098        5097         74
        5098        5112        152
        5098        5125         48
        5098        5139         48
        5098        5140         80
        5098        5143         34
        5099        5032         61
        5099        5087         99
        5099        5093         56
        5099        5099         77
        5099        5104         50
        5099        5112         23
        5099        5126         91
        5099        5148         46
        5099        5164         42
        5100        4053         26
        5100        4186         26
        5100        5044         22
        5100        5061         54
        5100        5093         23
        5100        5099         60
        5100        5126         17
        5100        5145         41
        5100        5148         17
        5100        5193         17
        5100        6003        144
        5100        6010         10
        5100        6012         50
        5101        4064         57
        5101        5074         45
        5101        5087         31
        5101        5099         18
        5101        5127          7
        5101        5148         62
        5101        5173         40
        5102        5036         12
        5102        5043         97
        5102        5044         66
        5102        5053         24
        5102        5074        169
        5102        5075         20
        5102        5087        117
        5102        5110        166
        5102        5112        122
        5102        5122         24
        5102        5144         16
        5103        5112         19
        5104        5036         53
        5104        5043         43
        5104        5044        101
        5104        5087        111
        5104        5092          7
        5104        5097         24
        5104        5112        273
        5104        5121        238
        5104        5125         95
        5104        5140         71
        5104        5144         13
        5104        5193         31
        5104        5245         30
        5104        8950         34
        5105        5036         68
        5105        5059         40
        5105        5065        112
        5105        5112         70
        5105        5121         49
        5105        5177         20
        5106        4040         19
        5106        4053         37
        5106        4057         19
        5106        5088          8
        5106        5093        170
        5106        5106         11
        5106        5111         43
        5106        5112         21
        5106        5119         57
        5106        5123         82
        5106        5126         22
        5106        5128         10
        5106        5145         43
        5106        5153         21
        5107        4082         55
        5107        4093          5
        5107        5099         29
        5107        5107         41
        5107        5111         40
        5107        5126         82
        5107        5131         25
        5107        5145          9
        5107        5153         17
        5107        9068         40
        5108        4053         76
        5108        5175         22
        5108        6017         17
        5109        5036        223
        5109        5059         81
        5109        5065         99
        5109        5097         23
        5109        5112         29
        5109        5138         28
        5109        5139         18
        5110        5007         28
        5110        5028         48
        5110        5036         59
        5110        5043        164
        5110        5045         99
        5110        5050         22
        5110        5074         24
        5110        5082         34
        5110        5087        166
        5110        5094         40
        5110        5095         23
        5110        5102         33
        5110        5110         39
        5110        5112         18
        5110        5122         20
        5110        5125         21
        5110        5193         23
        5111        4057         41
        5111        5106         25
        5111        5107         45
        5111        5120         21
        5111        5123         52
        5111        5126        411
        5111        5131         31
        5111        5141         31
        5111        5145         83
        5111        5148         55
        5111        5153         53
        5111        5245         25
        5112        4063         17
        5112        5028         43
        5112        5036        140
        5112        5039         33
        5112        5043         25
        5112        5048         17
        5112        5058         76
        5112        5059        159
        5112        5065        117
        5112        5066         27
        5112        5082         26
        5112        5087         70
        5112        5092         36
        5112        5097         61
        5112        5111         34
        5112        5112        702
        5112        5121         15
        5112        5139          7
        5112        5143         90
        5112        5191         84
        5112        5192         15
        5112        5199         38
        5113        5077         27
        5113        5123         40
        5113        5131         22
        5114        5068         34
        5114        5082         21
        5114        5087         20
        5114        5095         52
        5114        5114         16
        5114        5122         95
        5114        5148         22
        5115        5044        149
        5115        5066         44
        5115        5087         75
        5115        5112        117
        5115        5139         71
        5115        5140         86
        5115        5148         18
        5115        5176        149
        5115        5205         25
        5115        9068         33
        5116        5058         18
        5116        5082         73
        5116        5087        279
        5116        5116         70
        5116        5121         32
        5116        5125         40
        5116        5135         24
        5116        5200         22
        5117        5111         63
        5117        5173         87
        5118        5071        115
        5118        5086         21
        5118        5093        150
        5118        5118         19
        5118        5120         18
        5118        5123         50
        5118        5126         26
        5118        5145         27
        5119        4088         10
        5119        4124          8
        5119        5079         28
        5119        5093         27
        5119        5106         98
        5119        5126         20
