Sat Sep 11 2021 19:00:10 GMT-0400 (Eastern Daylight Time) - Run Time: 1182ms

Cross Tabulation Query Form - Person - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: 2006 GTA zone of employment - gta06_emp
Table: Occupation type - occupation


Filters:
Regional municipality of household - region_hhld In 6, 40
and
Regional municipality of employment - region_emp In 6, 40

Persons 2016
ROW : gta06_hhld
COLUMN : gta06_emp

TABLE    : occupation (Unknown)

  gta06_hhld   gta06_emp      total
        5096        5099         43
        5096        5102         57
        5096        5159         26
        5096        5162         22
        5096        5194         29
        5096        5241         82
        5098        5020         74
        5098        5098        109
        5098        5128         29
        5098        5135         25
        5098        5137         48
        5098        5140         74
        5098        5153         57
        5098        5172         48
        5099        5088         51
        5099        5099         36
        5099        5157         51
        5099        5206         26
        5100        5036         17
        5100        5076         18
        5100        5088         60
        5100        5100         73
        5100        5159         44
        5100        5164         18
        5100        5170         60
        5100        5193         56
        5100        5197         25
        5100        5231         18
        5101        5028         36
        5101        5172         44
        5101        5184         44
        5101        5187         17
        5101        5194         96
        5101        5203         13
        5102        5097         23
        5102        5159         26
        5102        5194         25
        5103        5036         10
        5104        5093         23
        5104        5104         17
        5104        5107         21
        5104        5120         17
        5104        5121         24
        5104        5159         23
        5104        5185         78
        5104        5194         30
        5104        5197         50
        5104        5208         17
        5104        5210         24
        5104        5232         27
        5105        5036         23
        5105        5040         29
        5105        5044         12
        5105        5087         16
        5105        5105         54
        5105        5112         25
        5105        5121         36
        5105        5135         71
        5105        5142         21
        5105        5144         28
        5105        5155         16
        5105        5159         51
        5105        5184         33
        5105        5194        108
        5105        5195         18
        5105        5197         35
        5106        5056         20
        5106        5077         60
        5106        5108         25
        5106        5131         20
        5106        5177         20
        5106        5197         22
        5107        5069         49
        5109        5044         19
        5109        5059         19
        5109        5065         41
        5109        5075         40
        5109        5109         51
        5109        5138         50
        5109        5139         40
        5109        5142         50
        5109        5159         28
        5109        5163         24
        5109        5184         28
        5109        5185         68
        5109        5194         28
        5109        5198         24
        5109        5207         41
        5110        5053         73
        5110        5110         28
        5110        5135         55
        5110        5151         42
        5110        5170         40
        5110        5194         42
        5110        5199         42
        5111        5057         25
        5111        5092         25
        5111        5135         26
        5111        5184         25
        5111        5186         42
        5111        5199         35
        5111        5201         41
        5113        5151         26
        5113        5201         69
        5114        5036         27
        5114        5043         20
        5114        5051         20
        5114        5110         13
        5114        5114         42
        5114        5135         27
        5114        5150         20
        5114        5172          8
        5114        5185         45
        5114        5198         45
        5114        5201         34
        5115        5039         18
        5115        5115         24
        5115        5135         33
        5115        5140         39
        5115        5142         30
        5115        5147         29
        5115        5186         47
        5115        5190         18
        5115        5194         51
        5115        5252         43
        5116        5013         25
        5116        5048         18
        5116        5116         70
        5116        5172         39
        5117        5139         37
        5118        5044         66
        5118        5118        105
        5118        5135         74
        5118        5153         19
        5118        5186         59
        5120        5084         23
        5120        5150         92
        5120        5153         82
        5120        5172         44
        5120        5197         92
        5121        5036        193
        5121        5087         44
        5121        5121         40
        5121        5135         17
        5121        5144         29
        5121        5159         40
        5121        5207         45
        5122        5036         54
        5122        5041         49
        5122        5119         29
        5122        5122         55
        5122        5135         24
        5122        5172         31
        5122        5184         49
        5122        5191         46
        5122        5194        131
        5122        5198         58
        5123        5118         32
        5123        5123        102
        5123        5187        118
        5123        5195         74
        5125        5050         46
        5125        5148         30
        5126        5074         35
        5127        5059         38
        5127        5088         27
        5127        5127         25
        5127        5168         85
        5127        5175         20
        5127        5177         64
        5127        5193         46
        5127        5195         36
        5127        5198         70
        5127        5199         27
        5127        5244         80
        5129        5073         18
        5129        5125         31
        5129        5135         31
        5129        5193         38
        5129        5194         33
        5129        5195          8
        5129        5197         45
        5129        5198         34
        5130        5121         21
        5130        5138         46
        5130        5139        110
        5130        5151         31
        5130        5153         41
        5130        5186         34
        5130        5187         71
        5130        5198         71
        5131        5093         25
        5131        5131         72
        5131        5190         53
        5131        5193         23
        5132        5036         16
        5132        5051         15
        5132        5127         47
        5132        5132        103
        5132        5135         48
        5132        5139         30
        5132        5143         33
        5132        5159         30
        5132        5165         43
        5132        5194         63
        5132        5196        121
        5132        5198         57
        5132        5244         27
        5132        5248         60
        5133        5036         23
        5133        5056         33
        5133        5066         36
        5133        5082          8
        5133        5087         26
        5133        5133        132
        5133        5135         21
        5133        5136         10
        5133        5139         24
        5133        5159         74
        5133        5164         30
        5133        5170         46
        5133        5175         18
        5133        5184         30
        5133        5187         30
        5133        5194        107
        5133        5198         62
        5133        5203         33
        5135        5032         83
        5135        5036         17
        5135        5044         34
        5135        5109         61
        5135        5135        119
        5135        5142         20
        5135        5164         25
        5135        5169         61
        5135        5198         94
        5137        5044         35
        5137        5065         20
        5137        5084          8
        5137        5093         88
        5137        5135         51
        5137        5137          8
        5137        5139         87
        5137        5187          9
        5137        5207         50
        5138        5135         67
        5138        5172         21
        5138        5198         17
        5139        5043         44
        5139        5061         44
        5139        5066         19
        5139        5092         28
        5139        5107         25
        5139        5122         26
        5139        5128         26
        5139        5135         12
        5139        5139        224
        5139        5147         50
        5139        5159         99
        5139        5171         21
        5139        5172         24
        5139        5174         34
        5139        5175         21
        5139        5193         34
        5139        5194         15
        5139        5198         40
        5139        5200         41
        5140        5038         53
        5140        5066         27
        5140        5092        147
        5140        5135         50
        5140        5142         13
        5140        5159         27
        5140        5171         10
        5140        5184         58
        5140        5185         34
        5140        5193         43
        5140        5197         40
        5140        5198         50
        5140        5201         45
        5140        5205         13
        5141        5126         33
        5141        5141         60
        5141        5170         55
        5141        5176         27
        5141        5183         55
        5141        5184         18
        5141        5198         55
        5141        5232         27
        5141        5234         27
        5141        5249         32
        5142        5058         42
        5142        5197         24
        5143        5036         53
        5143        5097         61
        5143        5135         41
        5143        5143         19
        5143        5154         47
        5143        5159         53
        5143        5185         18
        5143        5193         78
        5143        5194         53
        5143        5198         37
        5143        5205         34
        5144        5092         54
        5144        5144        199
        5144        5147         41
        5144        5159         51
        5144        5184         33
        5144        5190         28
        5144        5194         54
        5144        5195         27
        5144        5206         28
        5147        5105         48
        5148        5069          9
        5148        5092         62
        5148        5129        101
        5148        5148         23
        5148        5159         51
        5148        5174         25
        5148        5198         58
        5148        5204         49
        5148        5210         54
        5149        5159         33
        5149        5233         38
        5149        5245         29
        5150        5080        198
        5150        5150         32
        5150        5181        104
        5150        5190         17
        5150        5201         73
        5150        5205         11
        5150        5231         47
        5151        5020         97
        5151        5052         34
        5151        5091         92
        5151        5108         43
        5151        5186         43
        5151        5194         32
        5154        5036         15
        5154        5139         18
        5154        5180         25
        5154        5181         37
        5155        5065         25
        5155        5104         38
        5155        5139         43
        5155        5147         25
        5155        5155          9
        5155        5168         43
        5155        5170         53
        5155        5183         11
        5155        5184         25
        5155        5188         53
        5155        5194          9
        5155        5198         13
        5155        5199        106
        5155        5205         41
        5155        5208         17
        5157        5032         36
        5157        5075         41
        5157        5142         22
        5157        5144         41
        5157        5159         41
        5157        5192         22
        5157        5194         32
        5158        5090         39
        5158        5127         53
        5158        5135        103
        5158        5145         20
        5158        5158        201
        5158        5159        160
        5158        5172         82
        5158        5180         31
        5158        5184         59
        5158        5185         51
        5158        5187         67
        5158        5193        106
        5158        5194         74
        5158        5196         63
        5158        5198        196
        5158        5199        113
        5158        5201         21
        5158        5236         39
        5159        5082         25
        5159        5099         31
        5159        5155         97
        5159        5159        133
        5159        5176         25
        5159        5190         34
        5159        5192         23
        5159        5194         59
        5159        5198         53
        5159        5199         49
        5159        5241         25
        5159        5251         17
        5161        5161         48
        5161        5200         43
        5162        5041         31
        5162        5119         49
        5162        5194         48
        5163        5135         73
        5163        5142         80
        5163        5163         99
        5163        5171         11
        5163        5193         50
        5163        5198         79
        5164        5098         61
        5164        5126         66
        5164        5135         23
        5164        5150         47
        5164        5159         64
        5164        5163         23
        5164        5164         97
        5164        5168         38
        5164        5184         23
        5164        5186         84
        5164        5188         40
        5164        5194         57
        5164        5198         16
        5165        5135        142
        5165        5147         40
        5165        5165         32
        5165        5182         87
        5165        5186         80
        5165        5188         40
        5165        5194         29
        5165        5198         99
        5166        5043         43
        5166        5088         54
        5166        5089         57
        5166        5105          8
        5166        5135         33
        5166        5147         48
        5166        5150         51
        5166        5165          6
        5166        5166        197
        5166        5175         50
        5166        5184          6
        5166        5185         41
        5166        5198        483
        5167        5036         24
        5167        5159         49
        5167        5167         67
        5167        5190        228
        5167        5198         77
        5168        5034         34
        5168        5121         26
        5168        5140         72
        5168        5159         91
        5168        5182         53
        5168        5184         92
        5168        5191         71
        5168        5193         18
        5168        5194        105
        5168        5198         53
        5170        5075        111
        5170        5135         42
        5170        5170         20
        5170        5192         22
        5170        5198        111
        5170        5251         27
        5171        5041         27
        5171        5092         29
        5171        5112         70
        5171        5171        151
        5171        5185         23
        5171        5193         41
        5171        5194         25
        5171        5198        134
        5172        5136         58
        5172        5172         95
        5172        5175         42
        5172        5184         42
        5172        5198        145
        5174        5066         19
        5174        5104         36
        5174        5130         24
        5174        5135         22
        5174        5147         19
        5174        5174        131
        5174        5184         80
        5174        5188         40
        5174        5190         40
        5174        5194         21
        5174        5195        144
        5174        5198        139
        5175        5005         23
        5175        5172         37
        5175        5175         24
        5175        5191         20
        5175        5194         10
        5175        5198         58
        5175        5199         21
        5176        5114         22
        5176        5119         97
        5176        5136         97
        5176        5176         42
        5177        5044         13
        5177        5067        102
        5177        5092        102
        5177        5125         55
        5177        5159         13
        5177        5177         43
        5177        5186         13
        5177        5198         13
        5177        5205         24
        5178        5135         79
        5178        5172         38
        5178        5175         45
        5178        5178         38
        5178        5185         56
        5178        5190         56
        5178        5198        121
        5178        5206         47
        5178        5248         34
        5179        5039         40
        5179        5094         24
        5179        5111         40
        5179        5172        124
        5179        5179         57
        5179        5192         45
        5179        5193        123
        5179        5194        106
        5179        5195         47
        5179        5198        317
        5180        5073         38
        5180        5132         45
        5180        5151         20
        5180        5159         31
        5180        5180         40
        5180        5184         42
        5180        5193         48
        5180        5198         22
        5180        5199         41
        5180        5234         23
        5181        5125         14
        5181        5172         38
        5181        5181        362
        5182        5020         47
        5182        5044         53
        5182        5150         47
        5182        5159         21
        5182        5197         30
        5182        5201         22
        5182        5206         53
        5182        5238         53
        5183        5206         23
        5184        5155         49
        5186        5159        127
        5186        5186        118
        5186        5190         39
        5186        5194         48
        5186        5198        153
        5187        5091         26
        5187        5125         21
        5187        5159         20
        5187        5185         64
        5187        5187        118
        5187        5195         57
        5187        5198        412
        5188        5203         17
        5191        5104         56
        5191        5153         73
        5191        5168         17
        5191        5172         77
        5191        5181         23
        5191        5184         23
        5191        5191         52
        5191        5193         78
        5191        5198         57
        5192        5139         70
        5192        5172         23
        5192        5184         53
        5192        5186         32
        5192        5188         33
        5192        5193         15
        5192        5198         84
        5192        5200         15
        5192        5214         45
        5194        5121         40
        5194        5157         11
        5194        5185         23
        5194        5193         45
        5194        5194         47
        5194        5198         66
        5195        5184         65
        5195        5195         40
        5195        5207         35
        5196        5092         34
        5196        5187         37
        5196        5192         75
        5196        5194         36
        5196        5196        101
        5196        5198        159
        5196        5203         38
        5197        5135         21
        5198        5050         19
        5198        5132         29
        5198        5159         26
        5198        5198         46
        5198        5199         34
        5198        5202         24
        5199        5102         52
        5199        5159         50
        5199        5184         46
        5199        5194         89
        5199        5199         94
        5200        5036         75
        5200        5135         13
        5200        5139         23
        5200        5165         30
        5200        5185         52
        5200        5190         34
        5200        5193         18
        5200        5194         35
        5200        5198         29
        5200        5200         65
        5200        5203         40
        5200        5205         61
        5200        5208         23
        5201        5082         27
        5201        5120         10
        5201        5159        132
        5202        5140         29
        5202        5159         22
        5202        5175         26
        5202        5182         26
        5202        5198        250
        5202        5202        167
        5202        5205         32
        5202        5206         12
        5202        5226         19
        5202        5241         19
        5203        5121         20
        5203        5174         13
        5203        5175         29
        5203        5186         35
        5203        5193         14
        5203        5194         21
        5203        5195         50
        5203        5198         95
        5203        5200         22
        5203        5203         22
        5204        5009          8
        5204        5091         90
        5204        5171          8
        5204        5193          8
        5204        5194         21
        5204        5204         25
        5205        5036         34
        5205        5103         42
        5205        5108         22
        5205        5162         44
        5205        5187         40
        5205        5192         38
        5205        5193         44
        5205        5198        493
        5205        5199         46
        5205        5205        121
        5205        5229         19
        5206        5073         62
        5206        5107         23
        5206        5161         43
        5207        5041         30
        5207        5092         24
        5207        5098         62
        5207        5133         25
        5207        5135         27
        5207        5159         17
        5207        5172         43
        5207        5180         79
        5207        5185         71
        5207        5186         31
        5207        5194         77
        5207        5197        207
        5207        5198        141
        5207        5199         43
        5207        5202         28
        5207        5205         56
        5207        5207        130
        5207        5226         40
        5208        5036        163
        5208        5091         53
        5208        5132         69
        5208        5159         18
        5208        5182         49
        5208        5184         21
        5208        5186         25
        5208        5190         18
        5208        5194         20
        5208        5197         59
        5208        5198         29
        5208        5206        163
        5208        5208        142
        5210        5183         32
        5212        5058         18
        5212        5065         32
        5212        5155         28
        5212        5157         32
        5212        5172         20
        5212        5210         14
        5212        5212         73
        5214        5135         19
        5214        5214         18
        5215        5088         28
        5215        5215         26
        5216        5058         81
        5216        5128         12
        5216        5198         63
        5216        5216         37
        5216        5234         27
        5219        5219         51
        5223        5069         14
        5223        5153         16
        5223        5195         21
        5223        5223         29
        5223        5232         37
        5224        5172         18
        5224        5197         37
        5224        5198         19
        5224        5224         10
        5224        5232         19
        5225        5193         13
        5225        5225         15
        5226        5036         64
        5226        5142         62
        5226        5159         29
        5226        5184         26
        5226        5226         39
        5226        5229         77
        5226        5232         18
        5227        5197         29
        5227        5226         12
        5227        5227         11
        5228        5096         30
        5229        5044         28
        5229        5145         22
        5229        5193         67
        5229        5226         75
        5229        5229         89
        5229        5231        138
        5229        5251         67
        5230        5051         40
        5230        5097         16
        5230        5110         40
        5230        5142         23
        5230        5145         33
        5230        5159         18
        5230        5187         52
        5230        5193         15
        5230        5206         25
        5230        5230        145
        5231        5142         33
        5231        5148         20
        5231        5185         19
        5231        5194         15
        5231        5226         24
        5231        5229         25
        5231        5231         34
        5231        5232         26
        5231        5234         14
        5232        5087         24
        5232        5135         58
        5232        5145         57
        5232        5159         54
        5232        5184         38
        5232        5193         17
        5232        5194         49
        5232        5195         42
        5232        5198         75
        5232        5205         25
        5232        5210         14
        5232        5232        141
        5233        5050         49
        5233        5079         49
        5233        5172         20
        5233        5181         71
        5233        5187         41
        5233        5224         50
        5233        5229         24
        5233        5231         19
        5233        5233         38
        5233        5250         44
        5234        5233         81
        5236        5087         23
        5236        5128         77
        5236        5143         23
        5236        5195         47
        5236        5196         18
        5236        5198         67
        5237        5090         33
        5237        5108         19
        5237        5144         13
        5237        5145        101
        5237        5182         22
        5237        5184         14
        5237        5195         33
        5237        5198         14
        5237        5237         23
        5238        5074        105
        5238        5140         21
        5238        5153         20
        5238        5184         13
        5238        5193         13
        5238        5238        128
        5239        5059        154
        5239        5087         68
        5239        5239         34
        5240        5051         15
        5240        5106         15
        5240        5159         43
        5240        5197         15
        5241        5051         70
        5241        5120         56
        5241        5128         84
        5241        5131         29
        5241        5135         29
        5241        5142         37
        5241        5157         11
        5241        5170         18
        5241        5184          7
        5241        5185         29
        5241        5190         41
        5241        5194         73
        5241        5198        127
        5241        5199         84
        5241        5241         33
        5241        5252         58
        5242        5056         32
        5244        5073         36
        5244        5088         28
        5244        5092         45
        5244        5133         40
        5244        5159         31
        5244        5190         42
        5244        5197         43
        5244        5201        122
        5244        5226        120
        5244        5244        167
        5245        5005         36
        5245        5135         63
        5245        5184         63
        5246        5202         19
        5247        5172         27
        5247        5184         30
        5247        5190         30
        5247        5193         18
        5247        5198         28
        5247        5248         30
        5248        5102         25
        5248        5142         61
        5248        5159         15
        5248        5198         81
        5248        5201         25
        5248        5205         42
        5248        5232         25
        5248        5248        111
        5248        5249         20
        5248        5251         32
        5249        5193         12
        5249        5223         12
        5249        5249         38
        5250        5074         43
        5250        5228         20
        5250        5229         25
        5250        5250         18
        5252        5099         22
        5252        5203         25
        5252        5206         17
        5252        5252         40

TABLE    : occupation (Retail Sales and Service)

  gta06_hhld   gta06_emp      total
        5001        5041         70
        5003        5087          9
        5003        5126         20
        5003        5153         20
        5003        5183         10
        5004        5004         68
        5005        5005         11
        5005        5009         50
        5005        5036         54
        5005        5053         54
        5005        5093         28
        5005        5126         61
        5005        5131         65
        5005        5172         51
        5005        5182         35
        5005        5198         69
        5005        5210         37
        5005        5245         28
        5006        5006         13
        5008        5065         90
        5009        5005        121
        5009        5039         93
        5009        5044         46
        5009        5046         93
        5009        5052         40
        5009        5097         48
        5009        5151          9
        5009        5245         43
        5011        5040         82
        5011        5153         15
        5014        5119         18
        5016        5038         39
        5020        5020         17
        5020        5056         47
        5020        5084         33
        5020        5112         44
        5020        5190         44
        5020        5206          9
        5028        5092         38
        5030        5030        169
        5030        5172         56
        5030        5194         48
        5032        5032        267
        5032        5036        135
        5032        5044         81
        5032        5050         50
        5032        5056         81
        5032        5092         50
        5032        5107         75
        5032        5119         40
        5032        5126         88
        5032        5129         84
        5032        5186         36
        5032        5194          9
        5032        5203         19
        5032        5245        124
        5036        5016         74
        5036        5036        163
        5036        5065         74
        5036        5112         48
        5038        5197          7
        5040        5058         43
        5041        5002         22
        5041        5041        144
        5041        5044         23
        5041        5065         21
        5041        5088         21
        5041        5093         95
        5041        5107         34
        5041        5113         16
        5041        5136         43
        5041        5143         28
        5041        5145         31
        5041        5154         35
        5041        5182         15
        5044        5052         45
        5044        5087         15
        5044        5151         45
        5045        5020         10
        5045        5032         38
        5045        5045         25
        5045        5049         24
        5045        5055         23
        5045        5087         49
        5045        5126         41
        5045        5135         41
        5045        5199         41
        5046        5043         41
        5046        5044         34
        5046        5045         87
        5046        5046         57
        5046        5052         31
        5046        5060         23
        5046        5082         20
        5046        5084         44
        5046        5087         31
        5046        5112         31
        5046        5168         39
        5046        5170         44
        5046        5172         64
        5046        5186         33
        5046        5193         39
        5046        5194         41
        5047        5047         25
        5047        5058        126
        5047        5079         36
        5047        5105         17
        5050        5032         22
        5050        5044         27
        5050        5050         69
        5050        5052          9
        5050        5056          9
        5050        5058         31
        5050        5087         54
        5050        5112         37
        5050        5135         27
        5050        5142         27
        5050        5145         12
        5050        5147        129
        5050        5172         38
        5050        5186         44
        5050        5203         27
        5050        5210         31
        5051        5043         65
        5051        5048         30
        5051        5051        184
        5051        5066        109
        5051        5087         44
        5051        5114         26
        5051        5119         44
        5051        5126         47
        5051        5184         59
        5052        5052         67
        5052        5058         22
        5052        5087         37
        5052        5088         17
        5052        5153         22
        5052        5172         37
        5052        5183         37
        5053        5007         39
        5053        5053        112
        5053        5123         14
        5053        5142         16
        5053        5153         39
        5053        5172         36
        5053        5184         19
        5053        5196         69
        5054        5041         28
        5054        5054         35
        5054        5153         35
        5054        5245         35
        5056        5036         32
        5056        5056        133
        5056        5075         58
        5056        5084         72
        5056        5087        208
        5056        5139         34
        5056        5168         82
        5057        5023         44
        5057        5044         50
        5057        5045         55
        5057        5082         65
        5057        5087         44
        5057        5102         63
        5057        5112         54
        5057        5142         56
        5057        5176         44
        5057        5201         65
        5057        5203         43
        5057        5232         47
        5059        5020         29
        5059        5036        251
        5059        5043         54
        5059        5059         28
        5059        5084         97
        5059        5112         35
        5059        5144         32
        5060        5018         40
        5060        5058         40
        5060        5060         51
        5060        5142         85
        5061        5061         91
        5061        5086         37
        5061        5093         16
        5061        5136         55
        5061        5197         30
        5063        5050         66
        5063        5056         81
        5063        5084         40
        5063        5088         38
        5063        5100         49
        5065        5036         29
        5065        5051        110
        5065        5065         62
        5065        5088         29
        5065        5112         28
        5065        5137         39
        5065        5138         30
        5065        5197         36
        5066        5058        130
        5066        5066         49
        5066        5075         36
        5066        5087        104
        5066        5091        106
        5066        5104         27
        5066        5111         49
        5066        5112         65
        5066        5125         33
        5066        5138         72
        5066        5159         57
        5066        5172         20
        5066        5175         68
        5066        5185         34
        5066        5250         55
        5067        5058         19
        5067        5059        154
        5067        5067         74
        5067        5092         17
        5067        5112         20
        5067        5119         53
        5067        5150         62
        5067        5193         74
        5068        5041         48
        5068        5044         38
        5068        5045         74
        5068        5062         38
        5068        5068         66
        5068        5087         52
        5068        5148         32
        5068        5190         63
        5069        5039         55
        5069        5052         56
        5069        5069         29
        5069        5087         47
        5069        5093        115
        5069        5099         25
        5069        5139         55
        5069        5153         68
        5069        5206         56
        5071        5126         31
        5071        5197         32
        5072        5036         25
        5072        5072         34
        5072        5162         19
        5072        5219         61
        5073        5036         28
        5073        5059         23
        5073        5066         63
        5073        5073         81
        5073        5075         33
        5073        5078         40
        5073        5104         73
        5073        5194         96
        5074        5043         41
        5074        5066         31
        5074        5068         37
        5074        5087         56
        5074        5097         61
        5074        5102         98
        5074        5121        111
        5074        5150         34
        5074        5203         20
        5074        5245         89
        5075        5043         46
        5075        5056         26
        5075        5058         30
        5075        5075         71
        5075        5121         30
        5075        5139        100
        5075        5171         21
        5075        5172         29
        5076        5076         11
        5076        5087         38
        5076        5106         28
        5076        5108         46
        5076        5119         14
        5076        5145         85
        5076        5153         11
        5077        5111         19
        5077        5123         14
        5078        5073         19
        5078        5213         25
        5079        5028         23
        5079        5032         23
        5079        5079         23
        5079        5106         19
        5079        5127         60
        5079        5128         21
        5079        5136         23
        5080        5087         10
        5080        5093         21
        5080        5127         10
        5080        5170         28
        5080        5183         20
        5081        5081         48
        5081        5093          8
        5081        5145         64
        5082        5045         91
        5082        5082         50
        5082        5084         50
        5082        5104         38
        5082        5139         98
        5082        5142         33
        5082        5173         28
        5082        5184         33
        5082        5193         84
        5084        5058         92
        5084        5069         48
        5084        5084         97
        5084        5091         16
        5084        5112         71
        5084        5113         75
        5084        5128         22
        5084        5139         66
        5084        5182         27
        5084        5195         19
        5084        5200         27
        5084        5251         21
        5086        5032         26
        5086        5043         12
        5086        5077         32
        5086        5080         52
        5086        5086         63
        5086        5099         38
        5086        5113         31
        5086        5126         27
        5086        5135         52
        5086        5148         55
        5086        5170         61
        5086        5182         35
        5086        5185         74
        5086        5244         61
        5087        5018         56
        5088        5088         16
        5088        5118         31
        5089        5053         83
        5089        5062         66
        5089        5087         86
        5089        5112         26
        5089        5127         83
        5089        5130         83
        5089        5182         35
        5089        5183         36
        5089        5197         47
        5090        5026         75
        5090        5106         15
        5090        5126         68
        5090        5132         49
        5090        5162         68
        5090        5181         20
        5090        5197         32
        5091        5059         51
        5091        5087         52
        5091        5112         72
        5091        5116         62
        5091        5139         62
        5091        5192         34
        5092        5020         33
        5092        5036         38
        5092        5087         57
        5092        5092         57
        5092        5119         24
        5092        5135         69
        5092        5200         55
        5093        5087         12
        5093        5093         79
        5093        5112         33
        5094        5044         29
        5094        5052         39
        5094        5067         74
        5094        5075        115
        5094        5105         39
        5094        5112         52
        5094        5159         32
        5094        5172         44
        5094        5193         25
        5094        5232         44
        5095        5039         22
        5095        5043        104
        5095        5056         29
        5095        5087         23
        5095        5092         29
        5095        5099         33
        5095        5112         18
        5095        5135         26
        5095        5170         25
        5096        5044         43
        5096        5078         22
        5096        5087         22
        5096        5093         43
        5096        5114         24
        5096        5119         39
        5097        5143         31
        5097        5144        152
        5097        5232         18
        5098        5036        123
        5098        5044         99
        5098        5045         27
        5098        5050         27
        5098        5058         58
        5098        5073         46
        5098        5087         57
        5098        5112         71
        5098        5115         58
        5098        5125        101
        5098        5197         20
        5099        5081        121
        5099        5093         19
        5099        5144         30
        5099        5149         27
        5099        5206         22
        5100        5088         22
        5100        5100        103
        5100        5136         34
        5100        5206         29
        5100        5207         29
        5101        5086         68
        5101        5162         31
        5102        5039         52
        5102        5058         44
        5102        5082         52
        5102        5199         26
        5103        5097         12
        5103        5103         85
        5103        5173         19
        5103        5192         59
        5103        5203         12
        5104        5036         20
        5104        5037         71
        5104        5045         47
        5104        5065         26
        5104        5087         68
        5104        5097         30
        5104        5104         40
        5104        5112         23
        5104        5145         36
        5104        5168         71
        5104        5190         19
        5104        5193         33
        5104        5195         25
        5104        5205         61
        5105        5094         25
        5105        5105         55
        5105        5112         35
        5105        5245         35
        5106        5099         16
        5106        5106         19
        5106        5107         29
        5106        5186         22
        5109        5094         46
        5109        5109        161
        5109        5112         48
        5109        5233         29
        5110        5005         23
        5110        5018         54
        5110        5044         78
        5110        5045         55
        5110        5055         29
        5110        5074         55
        5110        5092         20
        5110        5142         29
        5110        5166         16
        5110        5176         29
        5111        5032         35
        5111        5036         41
        5111        5084         64
        5111        5099         41
        5111        5107         25
        5111        5111         64
        5111        5120         21
        5111        5126         36
        5111        5168         25
        5111        5231         73
        5113        5013         26
        5113        5044        109
        5113        5111         62
        5113        5113         28
        5113        5119        135
        5113        5123         22
        5113        5172         40
        5113        5241         36
        5114        5020         20
        5114        5112         20
        5114        5161         27
        5114        5206         95
        5115        5087         44
        5115        5104         18
        5115        5115         39
        5115        5159         25
        5115        5185         36
        5115        5186         36
        5115        5194         27
        5115        5196         33
        5116        5051         41
        5116        5056        106
        5116        5058         20
        5116        5082        111
        5116        5092         41
        5116        5121        119
        5116        5122         82
        5116        5199         49
        5117        5117         22
        5117        5169         89
        5117        5192         33
        5118        5087        105
        5118        5088         19
        5118        5090        325
        5118        5112         57
        5118        5113         39
        5118        5119        105
        5118        5128         33
        5118        5136         36
        5118        5145         57
        5118        5173         27
        5118        5198        105
        5118        5241         36
        5120        5126         39
        5120        5133         28
        5120        5161        144
        5120        5205         27
        5121        5023        110
        5121        5075         33
        5121        5108         83
        5121        5171        193
        5121        5172         45
        5121        5210         21
        5122        5050         23
        5122        5087         77
        5122        5122         70
        5122        5128         29
        5122        5162         49
        5123        5043         42
        5123        5123        136
        5123        5173         22
        5123        5183         50
        5123        5197         30
        5123        5210         54
        5123        5251         50
        5126        5107         97
        5126        5126         72
        5126        5151         97
        5127        5102         46
        5127        5120         19
        5127        5123         28
        5127        5126        129
        5127        5127         64
        5127        5131         50
        5127        5161         22
        5127        5172         19
        5127        5182         22
        5127        5191         22
        5127        5199         41
        5127        5241         43
        5129        5043         33
        5129        5045         56
        5129        5199         31
        5130        5039         57
        5130        5056         71
        5130        5058         31
        5130        5060         92
        5130        5068         53
        5130        5097        100
        5130        5102         34
        5130        5112         74
        5130        5122        111
        5130        5125         35
        5130        5130         74
        5130        5198         60
        5131        5093         43
        5131        5106         94
        5131        5145         16
        5131        5168         15
        5131        5181         94
        5131        5212         28
        5132        5127         15
        5132        5148         47
        5132        5184         16
        5132        5186        135
        5132        5204         35
        5133        5045         47
        5133        5056         33
        5133        5067         29
        5133        5112         21
        5133        5115         20
        5133        5119         34
        5133        5133         29
        5133        5137         41
        5133        5178         34
        5133        5195         34
        5135        5025         19
        5135        5032         21
        5135        5043         65
        5135        5074        116
        5135        5092         32
        5135        5102         19
        5135        5112         40
        5135        5121         57
        5135        5122         34
        5135        5135        276
        5135        5147        143
        5135        5148         19
        5135        5155         37
        5135        5173         21
        5135        5183         37
        5135        5193         25
        5135        5194         61
        5137        5020         88
        5137        5059         45
        5137        5112        133
        5137        5137         86
        5137        5197         88
        5138        5138         47
        5139        5036        221
        5139        5084         21
        5139        5087         44
        5139        5092         25
        5139        5094         26
        5139        5104         20
        5139        5112        145
        5139        5114         30
        5139        5121         44
        5139        5139        104
        5139        5170         22
        5139        5183         15
        5139        5184         32
        5139        5186         21
        5139        5190         20
        5139        5197         32
        5139        5207         20
        5139        5232         23
        5140        5036         24
        5140        5087         64
        5140        5092         36
        5140        5112         24
        5140        5188         53
        5140        5194         53
        5141        5043         25
        5141        5139         22
        5141        5141        125
        5141        5157         55
        5141        5172          8
        5141        5173         33
        5141        5176         33
        5142        5128         24
        5143        5075         34
        5143        5087         46
        5143        5092        125
        5143        5133         79
        5143        5135         49
        5143        5139         17
        5143        5198         52
        5144        5036         38
        5144        5087         67
